fortnight_id,disease_group,disease,national_this_fortnight,ytd,state,fortnightly_count
FN05/2025,Vaccine preventable diseases,Varicella zoster (unspecified),948,3924,VIC,411
FN05/2025,Vaccine preventable diseases,Varicella zoster (unspecified),948,3924,WA,109
FN05/2025,Respiratory diseases,COVID-19,7641,38499,ACT,92
FN05/2025,Respiratory diseases,COVID-19,7641,38499,NSW,3476
FN05/2025,Respiratory diseases,COVID-19,7641,38499,NT,70
FN05/2025,Respiratory diseases,COVID-19,7641,38499,QLD,1820
FN05/2025,Respiratory diseases,COVID-19,7641,38499,SA,439
FN05/2025,Respiratory diseases,COVID-19,7641,38499,TAS,89
FN05/2025,Respiratory diseases,COVID-19,7641,38499,VIC,1170
FN05/2025,Respiratory diseases,COVID-19,7641,38499,WA,485
FN05/2025,Respiratory diseases,Influenza (laboratory confirmed),8018,29333,ACT,119
FN05/2025,Respiratory diseases,Influenza (laboratory confirmed),8018,29333,NSW,2844
FN05/2025,Respiratory diseases,Influenza (laboratory confirmed),8018,29333,NT,170
FN05/2025,Respiratory diseases,Influenza (laboratory confirmed),8018,29333,QLD,1906
FN05/2025,Respiratory diseases,Influenza (laboratory confirmed),8018,29333,SA,429
FN05/2025,Respiratory diseases,Influenza (laboratory confirmed),8018,29333,TAS,81
FN05/2025,Respiratory diseases,Influenza (laboratory confirmed),8018,29333,VIC,1636
FN05/2025,Respiratory diseases,Influenza (laboratory confirmed),8018,29333,WA,833
FN05/2025,Respiratory diseases,Legionellosis,23,105,ACT,0
FN05/2025,Respiratory diseases,Legionellosis,23,105,NSW,2
FN05/2025,Respiratory diseases,Legionellosis,23,105,NT,0
FN05/2025,Respiratory diseases,Legionellosis,23,105,QLD,11
FN05/2025,Respiratory diseases,Legionellosis,23,105,SA,1
FN05/2025,Respiratory diseases,Legionellosis,23,105,TAS,2
FN05/2025,Respiratory diseases,Legionellosis,23,105,VIC,6
FN05/2025,Respiratory diseases,Legionellosis,23,105,WA,1
FN05/2025,Respiratory diseases,Pertussis,1284,8397,ACT,19
FN05/2025,Respiratory diseases,Pertussis,1284,8397,NSW,548
FN05/2025,Respiratory diseases,Pertussis,1284,8397,NT,4
FN05/2025,Respiratory diseases,Pertussis,1284,8397,QLD,244
FN05/2025,Respiratory diseases,Pertussis,1284,8397,SA,109
FN05/2025,Respiratory diseases,Pertussis,1284,8397,TAS,54
FN05/2025,Respiratory diseases,Pertussis,1284,8397,VIC,243
FN05/2025,Respiratory diseases,Pertussis,1284,8397,WA,63
FN05/2025,Respiratory diseases,Respiratory syncytial virus (RSV),4157,12901,ACT,33
FN05/2025,Respiratory diseases,Respiratory syncytial virus (RSV),4157,12901,NSW,2033
FN05/2025,Respiratory diseases,Respiratory syncytial virus (RSV),4157,12901,NT,27
FN05/2025,Respiratory diseases,Respiratory syncytial virus (RSV),4157,12901,QLD,1324
FN05/2025,Respiratory diseases,Respiratory syncytial virus (RSV),4157,12901,SA,117
FN05/2025,Respiratory diseases,Respiratory syncytial virus (RSV),4157,12901,TAS,24
FN05/2025,Respiratory diseases,Respiratory syncytial virus (RSV),4157,12901,VIC,447
FN05/2025,Respiratory diseases,Respiratory syncytial virus (RSV),4157,12901,WA,152
FN05/2025,Respiratory diseases,Tuberculosis,78,285,ACT,2
FN05/2025,Respiratory diseases,Tuberculosis,78,285,NSW,25
FN05/2025,Respiratory diseases,Tuberculosis,78,285,NT,0
FN05/2025,Respiratory diseases,Tuberculosis,78,285,QLD,15
FN05/2025,Respiratory diseases,Tuberculosis,78,285,SA,5
FN05/2025,Respiratory diseases,Tuberculosis,78,285,TAS,2
FN05/2025,Respiratory diseases,Tuberculosis,78,285,VIC,22
FN05/2025,Respiratory diseases,Tuberculosis,78,285,WA,7
FN05/2025,Vectorborne diseases,Barmah Forest virus infection,17,49,ACT,0
FN05/2025,Vectorborne diseases,Barmah Forest virus infection,17,49,NSW,2
FN05/2025,Vectorborne diseases,Barmah Forest virus infection,17,49,NT,0
FN05/2025,Vectorborne diseases,Barmah Forest virus infection,17,49,QLD,12
FN05/2025,Vectorborne diseases,Barmah Forest virus infection,17,49,SA,1
FN05/2025,Vectorborne diseases,Barmah Forest virus infection,17,49,TAS,0
FN05/2025,Vectorborne diseases,Barmah Forest virus infection,17,49,VIC,0
FN05/2025,Vectorborne diseases,Barmah Forest virus infection,17,49,WA,2
FN05/2025,Vectorborne diseases,Chikungunya virus infection,8,23,ACT,0
FN05/2025,Vectorborne diseases,Chikungunya virus infection,8,23,NSW,1
FN05/2025,Vectorborne diseases,Chikungunya virus infection,8,23,NT,0
FN05/2025,Vectorborne diseases,Chikungunya virus infection,8,23,QLD,1
FN05/2025,Vectorborne diseases,Chikungunya virus infection,8,23,SA,0
FN05/2025,Vectorborne diseases,Chikungunya virus infection,8,23,TAS,0
FN05/2025,Vectorborne diseases,Chikungunya virus infection,8,23,VIC,5
FN05/2025,Vectorborne diseases,Chikungunya virus infection,8,23,WA,1
FN05/2025,Vectorborne diseases,Dengue virus infection,101,474,ACT,2
FN05/2025,Vectorborne diseases,Dengue virus infection,101,474,NSW,24
FN05/2025,Vectorborne diseases,Dengue virus infection,101,474,NT,1
FN05/2025,Vectorborne diseases,Dengue virus infection,101,474,QLD,20
FN05/2025,Vectorborne diseases,Dengue virus infection,101,474,SA,14
FN05/2025,Vectorborne diseases,Dengue virus infection,101,474,TAS,0
FN05/2025,Vectorborne diseases,Dengue virus infection,101,474,VIC,22
FN05/2025,Vectorborne diseases,Dengue virus infection,101,474,WA,18
FN05/2025,Vectorborne diseases,Flavivirus infection (unspecified),1,9,ACT,0
FN05/2025,Vectorborne diseases,Flavivirus infection (unspecified),1,9,NSW,0
FN05/2025,Vectorborne diseases,Flavivirus infection (unspecified),1,9,NT,0
FN05/2025,Vectorborne diseases,Flavivirus infection (unspecified),1,9,QLD,0
FN05/2025,Vectorborne diseases,Flavivirus infection (unspecified),1,9,SA,0
FN05/2025,Vectorborne diseases,Flavivirus infection (unspecified),1,9,TAS,0
FN05/2025,Vectorborne diseases,Flavivirus infection (unspecified),1,9,VIC,1
FN05/2025,Vectorborne diseases,Flavivirus infection (unspecified),1,9,WA,0
FN05/2025,Vectorborne diseases,Japanese encephalitis virus infection,1,5,ACT,0
FN05/2025,Vectorborne diseases,Japanese encephalitis virus infection,1,5,NSW,1
FN05/2025,Vectorborne diseases,Japanese encephalitis virus infection,1,5,NT,0
FN05/2025,Vectorborne diseases,Japanese encephalitis virus infection,1,5,QLD,0
FN05/2025,Vectorborne diseases,Japanese encephalitis virus infection,1,5,SA,0
FN05/2025,Vectorborne diseases,Japanese encephalitis virus infection,1,5,TAS,0
FN05/2025,Vectorborne diseases,Japanese encephalitis virus infection,1,5,VIC,0
FN05/2025,Vectorborne diseases,Japanese encephalitis virus infection,1,5,WA,0
FN05/2025,Vectorborne diseases,Malaria,16,78,ACT,0
FN05/2025,Vectorborne diseases,Malaria,16,78,NSW,3
FN05/2025,Vectorborne diseases,Malaria,16,78,NT,0
FN05/2025,Vectorborne diseases,Malaria,16,78,QLD,7
FN05/2025,Vectorborne diseases,Malaria,16,78,SA,1
FN05/2025,Vectorborne diseases,Malaria,16,78,TAS,0
FN05/2025,Vectorborne diseases,Malaria,16,78,VIC,3
FN05/2025,Vectorborne diseases,Malaria,16,78,WA,2
FN05/2025,Vectorborne diseases,Murray Valley encephalitis virus infection,1,3,ACT,0
FN05/2025,Vectorborne diseases,Murray Valley encephalitis virus infection,1,3,NSW,0
FN05/2025,Vectorborne diseases,Murray Valley encephalitis virus infection,1,3,NT,0
FN05/2025,Vectorborne diseases,Murray Valley encephalitis virus infection,1,3,QLD,1
FN05/2025,Vectorborne diseases,Murray Valley encephalitis virus infection,1,3,SA,0
FN05/2025,Vectorborne diseases,Murray Valley encephalitis virus infection,1,3,TAS,0
FN05/2025,Vectorborne diseases,Murray Valley encephalitis virus infection,1,3,VIC,0
FN05/2025,Vectorborne diseases,Murray Valley encephalitis virus infection,1,3,WA,0
FN05/2025,Vectorborne diseases,Ross River virus infection,193,460,ACT,0
FN05/2025,Vectorborne diseases,Ross River virus infection,193,460,NSW,30
FN05/2025,Vectorborne diseases,Ross River virus infection,193,460,NT,4
FN05/2025,Vectorborne diseases,Ross River virus infection,193,460,QLD,58
FN05/2025,Vectorborne diseases,Ross River virus infection,193,460,SA,19
FN05/2025,Vectorborne diseases,Ross River virus infection,193,460,TAS,0
FN05/2025,Vectorborne diseases,Ross River virus infection,193,460,VIC,36
FN05/2025,Vectorborne diseases,Ross River virus infection,193,460,WA,46
FN05/2025,Vectorborne diseases,West Nile/Kunjin virus infection,0,1,ACT,0
FN05/2025,Vectorborne diseases,West Nile/Kunjin virus infection,0,1,NSW,0
FN05/2025,Vectorborne diseases,West Nile/Kunjin virus infection,0,1,NT,0
FN05/2025,Vectorborne diseases,West Nile/Kunjin virus infection,0,1,QLD,0
FN05/2025,Vectorborne diseases,West Nile/Kunjin virus infection,0,1,SA,0
FN05/2025,Vectorborne diseases,West Nile/Kunjin virus infection,0,1,TAS,0
FN05/2025,Vectorborne diseases,West Nile/Kunjin virus infection,0,1,VIC,0
FN05/2025,Vectorborne diseases,West Nile/Kunjin virus infection,0,1,WA,0
FN05/2025,Zoonoses,Anthrax,0,0,ACT,0
FN05/2025,Zoonoses,Anthrax,0,0,NSW,0
FN05/2025,Zoonoses,Anthrax,0,0,NT,0
FN05/2025,Zoonoses,Anthrax,0,0,QLD,0
FN05/2025,Zoonoses,Anthrax,0,0,SA,0
FN05/2025,Zoonoses,Anthrax,0,0,TAS,0
FN05/2025,Zoonoses,Anthrax,0,0,VIC,0
FN05/2025,Zoonoses,Anthrax,0,0,WA,0
FN05/2025,Zoonoses,Australian bat lyssavirus infection,0,0,ACT,0
FN05/2025,Zoonoses,Australian bat lyssavirus infection,0,0,NSW,0
FN05/2025,Zoonoses,Australian bat lyssavirus infection,0,0,NT,0
FN05/2025,Zoonoses,Australian bat lyssavirus infection,0,0,QLD,0
FN05/2025,Zoonoses,Australian bat lyssavirus infection,0,0,SA,0
FN05/2025,Zoonoses,Australian bat lyssavirus infection,0,0,TAS,0
FN05/2025,Zoonoses,Australian bat lyssavirus infection,0,0,VIC,0
FN05/2025,Zoonoses,Australian bat lyssavirus infection,0,0,WA,0
FN05/2025,Zoonoses,Brucellosis,0,7,ACT,0
FN05/2025,Zoonoses,Brucellosis,0,7,NSW,0
FN05/2025,Zoonoses,Brucellosis,0,7,NT,0
FN05/2025,Zoonoses,Brucellosis,0,7,QLD,0
FN05/2025,Zoonoses,Brucellosis,0,7,SA,0
FN05/2025,Zoonoses,Brucellosis,0,7,TAS,0
FN05/2025,Zoonoses,Brucellosis,0,7,VIC,0
FN05/2025,Zoonoses,Brucellosis,0,7,WA,0
FN05/2025,Zoonoses,Leptospirosis,8,26,ACT,0
FN05/2025,Zoonoses,Leptospirosis,8,26,NSW,3
FN05/2025,Zoonoses,Leptospirosis,8,26,NT,1
FN05/2025,Zoonoses,Leptospirosis,8,26,QLD,4
FN05/2025,Zoonoses,Leptospirosis,8,26,SA,0
FN05/2025,Zoonoses,Leptospirosis,8,26,TAS,0
FN05/2025,Zoonoses,Leptospirosis,8,26,VIC,0
FN05/2025,Zoonoses,Leptospirosis,8,26,WA,0
FN05/2025,Zoonoses,Lyssavirus infection (NEC),0,0,ACT,0
FN05/2025,Zoonoses,Lyssavirus infection (NEC),0,0,NSW,0
FN05/2025,Zoonoses,Lyssavirus infection (NEC),0,0,NT,0
FN05/2025,Zoonoses,Lyssavirus infection (NEC),0,0,QLD,0
FN05/2025,Zoonoses,Lyssavirus infection (NEC),0,0,SA,0
FN05/2025,Zoonoses,Lyssavirus infection (NEC),0,0,TAS,0
FN05/2025,Zoonoses,Lyssavirus infection (NEC),0,0,VIC,0
FN05/2025,Zoonoses,Lyssavirus infection (NEC),0,0,WA,0
FN05/2025,Zoonoses,Monkeypox virus infection,11,132,ACT,2
FN05/2025,Zoonoses,Monkeypox virus infection,11,132,NSW,2
FN05/2025,Zoonoses,Monkeypox virus infection,11,132,NT,0
FN05/2025,Zoonoses,Monkeypox virus infection,11,132,QLD,3
FN05/2025,Zoonoses,Monkeypox virus infection,11,132,SA,0
FN05/2025,Zoonoses,Monkeypox virus infection,11,132,TAS,0
FN05/2025,Zoonoses,Monkeypox virus infection,11,132,VIC,4
FN05/2025,Zoonoses,Monkeypox virus infection,11,132,WA,0
FN05/2025,Zoonoses,Ornithosis,1,3,ACT,0
FN05/2025,Zoonoses,Ornithosis,1,3,NSW,1
FN05/2025,Zoonoses,Ornithosis,1,3,NT,0
FN05/2025,Zoonoses,Ornithosis,1,3,QLD,0
FN05/2025,Zoonoses,Ornithosis,1,3,SA,0
FN05/2025,Zoonoses,Ornithosis,1,3,TAS,0
FN05/2025,Zoonoses,Ornithosis,1,3,VIC,0
FN05/2025,Zoonoses,Ornithosis,1,3,WA,0
FN05/2025,Zoonoses,Q fever,36,178,ACT,0
FN05/2025,Zoonoses,Q fever,36,178,NSW,9
FN05/2025,Zoonoses,Q fever,36,178,NT,0
FN05/2025,Zoonoses,Q fever,36,178,QLD,25
FN05/2025,Zoonoses,Q fever,36,178,SA,0
FN05/2025,Zoonoses,Q fever,36,178,TAS,0
FN05/2025,Zoonoses,Q fever,36,178,VIC,1
FN05/2025,Zoonoses,Q fever,36,178,WA,1
FN05/2025,Zoonoses,Rabies,0,0,ACT,0
FN05/2025,Zoonoses,Rabies,0,0,NSW,0
FN05/2025,Zoonoses,Rabies,0,0,NT,0
FN05/2025,Zoonoses,Rabies,0,0,QLD,0
FN05/2025,Zoonoses,Rabies,0,0,SA,0
FN05/2025,Zoonoses,Rabies,0,0,TAS,0
FN05/2025,Zoonoses,Rabies,0,0,VIC,0
FN05/2025,Zoonoses,Rabies,0,0,WA,0
FN05/2025,Zoonoses,Tularaemia,0,0,ACT,0
FN05/2025,Zoonoses,Tularaemia,0,0,NSW,0
FN05/2025,Zoonoses,Tularaemia,0,0,NT,0
FN05/2025,Zoonoses,Tularaemia,0,0,QLD,0
FN05/2025,Zoonoses,Tularaemia,0,0,SA,0
FN05/2025,Zoonoses,Tularaemia,0,0,TAS,0
FN05/2025,Zoonoses,Tularaemia,0,0,VIC,0
FN05/2025,Zoonoses,Tularaemia,0,0,WA,0
FN05/2025,Other notifiable diseases,Invasive Group A Streptococcal disease (iGAS),54,295,ACT,1
FN05/2025,Other notifiable diseases,Invasive Group A Streptococcal disease (iGAS),54,295,NSW,19
FN05/2025,Other notifiable diseases,Invasive Group A Streptococcal disease (iGAS),54,295,NT,2
FN05/2025,Other notifiable diseases,Invasive Group A Streptococcal disease (iGAS),54,295,QLD,13
FN05/2025,Other notifiable diseases,Invasive Group A Streptococcal disease (iGAS),54,295,SA,1
FN05/2025,Other notifiable diseases,Invasive Group A Streptococcal disease (iGAS),54,295,TAS,0
FN05/2025,Other notifiable diseases,Invasive Group A Streptococcal disease (iGAS),54,295,VIC,13
FN05/2025,Other notifiable diseases,Invasive Group A Streptococcal disease (iGAS),54,295,WA,5
FN05/2025,Other notifiable diseases,Leprosy,0,3,ACT,0
FN05/2025,Other notifiable diseases,Leprosy,0,3,NSW,0
FN05/2025,Other notifiable diseases,Leprosy,0,3,NT,0
FN05/2025,Other notifiable diseases,Leprosy,0,3,QLD,0
FN05/2025,Other notifiable diseases,Leprosy,0,3,SA,0
FN05/2025,Other notifiable diseases,Leprosy,0,3,TAS,0
FN05/2025,Other notifiable diseases,Leprosy,0,3,VIC,0
FN05/2025,Other notifiable diseases,Leprosy,0,3,WA,0
FN06/2025,Bloodborne diseases,Hepatitis B (newly acquired),1,13,ACT,0
FN06/2025,Bloodborne diseases,Hepatitis B (newly acquired),1,13,NSW,0
FN06/2025,Bloodborne diseases,Hepatitis B (newly acquired),1,13,NT,0
FN06/2025,Bloodborne diseases,Hepatitis B (newly acquired),1,13,QLD,1
FN06/2025,Bloodborne diseases,Hepatitis B (newly acquired),1,13,SA,0
FN06/2025,Bloodborne diseases,Hepatitis B (newly acquired),1,13,TAS,0
FN06/2025,Bloodborne diseases,Hepatitis B (newly acquired),1,13,VIC,0
FN06/2025,Bloodborne diseases,Hepatitis B (newly acquired),1,13,WA,0
FN06/2025,Bloodborne diseases,Hepatitis B (unspecified),223,1094,ACT,3
FN06/2025,Bloodborne diseases,Hepatitis B (unspecified),223,1094,NSW,90
FN06/2025,Bloodborne diseases,Hepatitis B (unspecified),223,1094,NT,4
FN06/2025,Bloodborne diseases,Hepatitis B (unspecified),223,1094,QLD,37
FN06/2025,Bloodborne diseases,Hepatitis B (unspecified),223,1094,SA,6
FN06/2025,Bloodborne diseases,Hepatitis B (unspecified),223,1094,TAS,3
FN06/2025,Bloodborne diseases,Hepatitis B (unspecified),223,1094,VIC,55
FN06/2025,Bloodborne diseases,Hepatitis B (unspecified),223,1094,WA,25
FN06/2025,Bloodborne diseases,Hepatitis C (newly acquired),29,168,ACT,2
FN06/2025,Bloodborne diseases,Hepatitis C (newly acquired),29,168,NSW,7
FN06/2025,Bloodborne diseases,Hepatitis C (newly acquired),29,168,NT,0
FN06/2025,Bloodborne diseases,Hepatitis C (newly acquired),29,168,QLD,17
FN06/2025,Bloodborne diseases,Hepatitis C (newly acquired),29,168,SA,0
FN06/2025,Bloodborne diseases,Hepatitis C (newly acquired),29,168,TAS,0
FN06/2025,Bloodborne diseases,Hepatitis C (newly acquired),29,168,VIC,1
FN06/2025,Bloodborne diseases,Hepatitis C (newly acquired),29,168,WA,2
FN06/2025,Bloodborne diseases,Hepatitis C (unspecified),262,1332,ACT,7
FN06/2025,Bloodborne diseases,Hepatitis C (unspecified),262,1332,NSW,76
FN06/2025,Bloodborne diseases,Hepatitis C (unspecified),262,1332,NT,1
FN06/2025,Bloodborne diseases,Hepatitis C (unspecified),262,1332,QLD,51
FN06/2025,Bloodborne diseases,Hepatitis C (unspecified),262,1332,SA,7
FN06/2025,Bloodborne diseases,Hepatitis C (unspecified),262,1332,TAS,6
FN06/2025,Bloodborne diseases,Hepatitis C (unspecified),262,1332,VIC,73
FN06/2025,Bloodborne diseases,Hepatitis C (unspecified),262,1332,WA,41
FN06/2025,Bloodborne diseases,Hepatitis D,2,22,ACT,1
FN06/2025,Bloodborne diseases,Hepatitis D,2,22,NSW,0
FN06/2025,Bloodborne diseases,Hepatitis D,2,22,NT,0
FN06/2025,Bloodborne diseases,Hepatitis D,2,22,QLD,1
FN06/2025,Bloodborne diseases,Hepatitis D,2,22,SA,0
FN06/2025,Bloodborne diseases,Hepatitis D,2,22,TAS,0
FN06/2025,Bloodborne diseases,Hepatitis D,2,22,VIC,0
FN06/2025,Bloodborne diseases,Hepatitis D,2,22,WA,0
FN06/2025,Gastrointestinal diseases,Botulism,0,0,ACT,0
FN06/2025,Gastrointestinal diseases,Botulism,0,0,NSW,0
FN06/2025,Gastrointestinal diseases,Botulism,0,0,NT,0
FN06/2025,Gastrointestinal diseases,Botulism,0,0,QLD,0
FN06/2025,Gastrointestinal diseases,Botulism,0,0,SA,0
FN06/2025,Gastrointestinal diseases,Botulism,0,0,TAS,0
FN06/2025,Gastrointestinal diseases,Botulism,0,0,VIC,0
FN06/2025,Gastrointestinal diseases,Botulism,0,0,WA,0
FN06/2025,Gastrointestinal diseases,Campylobacteriosis,1354,8451,ACT,21
FN06/2025,Gastrointestinal diseases,Campylobacteriosis,1354,8451,NSW,405
FN06/2025,Gastrointestinal diseases,Campylobacteriosis,1354,8451,NT,6
FN06/2025,Gastrointestinal diseases,Campylobacteriosis,1354,8451,QLD,306
FN06/2025,Gastrointestinal diseases,Campylobacteriosis,1354,8451,SA,85
FN06/2025,Gastrointestinal diseases,Campylobacteriosis,1354,8451,TAS,56
FN06/2025,Gastrointestinal diseases,Campylobacteriosis,1354,8451,VIC,329
FN06/2025,Gastrointestinal diseases,Campylobacteriosis,1354,8451,WA,146
FN06/2025,Gastrointestinal diseases,Cholera,0,2,ACT,0
FN06/2025,Gastrointestinal diseases,Cholera,0,2,NSW,0
FN06/2025,Gastrointestinal diseases,Cholera,0,2,NT,0
FN06/2025,Gastrointestinal diseases,Cholera,0,2,QLD,0
FN06/2025,Gastrointestinal diseases,Cholera,0,2,SA,0
FN06/2025,Gastrointestinal diseases,Cholera,0,2,TAS,0
FN06/2025,Gastrointestinal diseases,Cholera,0,2,VIC,0
FN06/2025,Gastrointestinal diseases,Cholera,0,2,WA,0
FN06/2025,Gastrointestinal diseases,Cryptosporidiosis,349,1677,ACT,3
FN06/2025,Gastrointestinal diseases,Cryptosporidiosis,349,1677,NSW,91
FN06/2025,Gastrointestinal diseases,Cryptosporidiosis,349,1677,NT,6
FN06/2025,Gastrointestinal diseases,Cryptosporidiosis,349,1677,QLD,30
FN06/2025,Gastrointestinal diseases,Cryptosporidiosis,349,1677,SA,23
FN06/2025,Gastrointestinal diseases,Cryptosporidiosis,349,1677,TAS,1
FN06/2025,Gastrointestinal diseases,Cryptosporidiosis,349,1677,VIC,46
FN06/2025,Gastrointestinal diseases,Cryptosporidiosis,349,1677,WA,149
FN06/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,4,ACT,0
FN06/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,4,NSW,0
FN06/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,4,NT,0
FN06/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,4,QLD,0
FN06/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,4,SA,1
FN06/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,4,TAS,0
FN06/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,4,VIC,0
FN06/2025,Gastrointestinal diseases,Haemolytic uraemic syndrome (HUS),1,4,WA,0
FN06/2025,Gastrointestinal diseases,Hepatitis A,18,92,ACT,0
FN06/2025,Gastrointestinal diseases,Hepatitis A,18,92,NSW,7
FN06/2025,Gastrointestinal diseases,Hepatitis A,18,92,NT,0
FN06/2025,Gastrointestinal diseases,Hepatitis A,18,92,QLD,3
FN06/2025,Gastrointestinal diseases,Hepatitis A,18,92,SA,3
FN06/2025,Gastrointestinal diseases,Hepatitis A,18,92,TAS,0
FN06/2025,Gastrointestinal diseases,Hepatitis A,18,92,VIC,2
FN06/2025,Gastrointestinal diseases,Hepatitis A,18,92,WA,3
FN06/2025,Gastrointestinal diseases,Hepatitis E,1,3,ACT,0
FN06/2025,Gastrointestinal diseases,Hepatitis E,1,3,NSW,1
FN06/2025,Gastrointestinal diseases,Hepatitis E,1,3,NT,0
FN06/2025,Gastrointestinal diseases,Hepatitis E,1,3,QLD,0
FN06/2025,Gastrointestinal diseases,Hepatitis E,1,3,SA,0
FN06/2025,Gastrointestinal diseases,Hepatitis E,1,3,TAS,0
FN06/2025,Gastrointestinal diseases,Hepatitis E,1,3,VIC,0
FN06/2025,Gastrointestinal diseases,Hepatitis E,1,3,WA,0
FN06/2025,Gastrointestinal diseases,Listeriosis,1,16,ACT,0
FN06/2025,Gastrointestinal diseases,Listeriosis,1,16,NSW,0
FN06/2025,Gastrointestinal diseases,Listeriosis,1,16,NT,0
FN06/2025,Gastrointestinal diseases,Listeriosis,1,16,QLD,0
FN06/2025,Gastrointestinal diseases,Listeriosis,1,16,SA,0
FN06/2025,Gastrointestinal diseases,Listeriosis,1,16,TAS,0
FN06/2025,Gastrointestinal diseases,Listeriosis,1,16,VIC,0
FN06/2025,Gastrointestinal diseases,Listeriosis,1,16,WA,1
FN06/2025,Gastrointestinal diseases,Paratyphoid,7,43,ACT,1
FN06/2025,Gastrointestinal diseases,Paratyphoid,7,43,NSW,2
FN06/2025,Gastrointestinal diseases,Paratyphoid,7,43,NT,0
FN06/2025,Gastrointestinal diseases,Paratyphoid,7,43,QLD,2
FN06/2025,Gastrointestinal diseases,Paratyphoid,7,43,SA,0
FN06/2025,Gastrointestinal diseases,Paratyphoid,7,43,TAS,0
FN06/2025,Gastrointestinal diseases,Paratyphoid,7,43,VIC,1
FN06/2025,Gastrointestinal diseases,Paratyphoid,7,43,WA,1
FN06/2025,Gastrointestinal diseases,Salmonellosis,561,3075,ACT,5
FN06/2025,Gastrointestinal diseases,Salmonellosis,561,3075,NSW,154
FN06/2025,Gastrointestinal diseases,Salmonellosis,561,3075,NT,15
FN06/2025,Gastrointestinal diseases,Salmonellosis,561,3075,QLD,181
FN06/2025,Gastrointestinal diseases,Salmonellosis,561,3075,SA,17
FN06/2025,Gastrointestinal diseases,Salmonellosis,561,3075,TAS,19
FN06/2025,Gastrointestinal diseases,Salmonellosis,561,3075,VIC,72
FN06/2025,Gastrointestinal diseases,Salmonellosis,561,3075,WA,98
FN06/2025,Gastrointestinal diseases,Shigellosis,126,781,ACT,3
FN06/2025,Gastrointestinal diseases,Shigellosis,126,781,NSW,33
FN06/2025,Gastrointestinal diseases,Shigellosis,126,781,NT,1
FN06/2025,Gastrointestinal diseases,Shigellosis,126,781,QLD,25
FN06/2025,Gastrointestinal diseases,Shigellosis,126,781,SA,11
FN06/2025,Gastrointestinal diseases,Shigellosis,126,781,TAS,0
FN06/2025,Gastrointestinal diseases,Shigellosis,126,781,VIC,27
FN06/2025,Gastrointestinal diseases,Shigellosis,126,781,WA,26
FN06/2025,Gastrointestinal diseases,"STEC""""",40,227,ACT,1
FN06/2025,Gastrointestinal diseases,"STEC""""",40,227,NSW,4
FN06/2025,Gastrointestinal diseases,"STEC""""",40,227,NT,0
FN06/2025,Gastrointestinal diseases,"STEC""""",40,227,QLD,3
FN06/2025,Gastrointestinal diseases,"STEC""""",40,227,SA,10
FN06/2025,Gastrointestinal diseases,"STEC""""",40,227,TAS,1
FN06/2025,Gastrointestinal diseases,"STEC""""",40,227,VIC,12
FN06/2025,Gastrointestinal diseases,"STEC""""",40,227,WA,9
FN06/2025,Gastrointestinal diseases,Typhoid Fever,19,106,ACT,0
FN06/2025,Gastrointestinal diseases,Typhoid Fever,19,106,NSW,7
FN06/2025,Gastrointestinal diseases,Typhoid Fever,19,106,NT,0
FN06/2025,Gastrointestinal diseases,Typhoid Fever,19,106,QLD,5
FN06/2025,Gastrointestinal diseases,Typhoid Fever,19,106,SA,1
FN06/2025,Gastrointestinal diseases,Typhoid Fever,19,106,TAS,0
FN06/2025,Gastrointestinal diseases,Typhoid Fever,19,106,VIC,6
FN06/2025,Gastrointestinal diseases,Typhoid Fever,19,106,WA,0
FN06/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,4,12,ACT,0
FN06/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,4,12,NSW,2
FN06/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,4,12,NT,0
FN06/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,4,12,QLD,0
FN06/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,4,12,SA,1
FN06/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,4,12,TAS,0
FN06/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,4,12,VIC,0
FN06/2025,Gastrointestinal diseases,Vibrio parahaemolyticus,4,12,WA,1
FN06/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,ACT,0
FN06/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,NSW,0
FN06/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,NT,0
FN06/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,QLD,0
FN06/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,SA,0
FN06/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,TAS,0
FN06/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,VIC,0
FN06/2025,Listed Human diseases,Avian influenza in humans (AIH),0,0,WA,0
