disease,year,month,period,observed,expected,expected_lo95,expected_hi95,oe_ratio,pct_change,below_pi95,above_pi95,deficit,excess,cum_deficit,cum_excess,cum_net
Meningococcal disease (invasive),2024,12,post_covid,12,16.67036797945648,7.418080011593688,56.54847925744703,0.7198401387892608,-28.01598612107393,FALSE,FALSE,4.670367979456479,0,454.6875432707721,11.795780952368542,-442.89176231840355
Salmonellosis,2020,3,covid_acute,1221,1711.3994759297436,834.570482467118,24381.674869060545,0.7134511942845333,-28.65488057154667,FALSE,FALSE,490.39947592974363,0,490.39947592974363,0,-490.39947592974363
Salmonellosis,2020,4,covid_acute,752,1538.2176529721037,787.6943473322524,10758.730198887706,0.4888774995833688,-51.11225004166312,TRUE,FALSE,786.2176529721037,0,1276.6171289018473,0,-1276.6171289018473
Salmonellosis,2020,5,covid_acute,980,1375.730150647954,735.9003551321614,6595.593784462342,0.7123490021196602,-28.765099788033975,FALSE,FALSE,395.7301506479539,0,1672.3472795498012,0,-1672.3472795498012
Salmonellosis,2020,6,covid_acute,648,964.2591772920058,563.4831895318043,2839.7086521879887,0.6720184938450077,-32.798150615499225,FALSE,FALSE,316.2591772920058,0,1988.606456841807,0,-1988.606456841807
Salmonellosis,2020,7,covid_acute,571,879.8028303380528,531.9625662796321,2262.9902027110725,0.6490090510172611,-35.09909489827389,FALSE,FALSE,308.8028303380528,0,2297.40928717986,0,-2297.40928717986
Salmonellosis,2020,8,covid_acute,428,985.9739136167112,568.5616711097367,3079.7418001362817,0.4340885636923466,-56.59114363076534,TRUE,FALSE,557.9739136167112,0,2855.383200796571,0,-2855.383200796571
Salmonellosis,2020,9,covid_acute,498,760.58985477954,476.6868385935439,1730.0764610243707,0.6547549863708704,-34.524501362912964,FALSE,FALSE,262.58985477954,0,3117.973055576111,0,-3117.973055576111
Salmonellosis,2020,10,covid_acute,713,1006.3023253756826,568.2483368442449,3478.183487396832,0.7085345845085034,-29.146541549149667,FALSE,FALSE,293.3023253756826,0,3411.2753809517935,0,-3411.2753809517935
Salmonellosis,2020,11,covid_acute,649,1375.044289099192,675.3079640048431,17063.162039382732,0.4719847972498164,-52.80152027501836,TRUE,FALSE,726.0442890991919,0,4137.319670050985,0,-4137.319670050985
Salmonellosis,2020,12,covid_acute,917,1165.8841886771768,614.8534313571251,6226.821582646619,0.7865275204052958,-21.347247959470412,FALSE,FALSE,248.88418867717678,0,4386.203858728162,0,-4386.203858728162
Salmonellosis,2021,1,covid_acute,1721,1665.8631782850573,740.835753012185,NA,1.033098049367838,3.309804936783822,FALSE,NA,0,55.1368217149427,4386.203858728162,55.1368217149427,-4331.067037013219
Salmonellosis,2021,2,covid_acute,1111,1889.179020639192,784.2539790697325,NA,0.5880861410498303,-41.19138589501697,FALSE,NA,778.179020639192,0,5164.382879367355,55.1368217149427,-5109.246057652412
Salmonellosis,2021,3,covid_acute,1194,1769.5793292253763,733.8045709448603,NA,0.6747366338883869,-32.52633661116131,FALSE,NA,575.5793292253763,0,5739.96220859273,55.1368217149427,-5684.825386877787
Salmonellosis,2021,4,covid_acute,1162,1376.8737681538962,650.3766292447098,55282.06856915789,0.8439408367536861,-15.605916324631387,FALSE,FALSE,214.8737681538962,0,5954.835976746627,55.1368217149427,-5899.699155031684
Salmonellosis,2021,5,covid_acute,708,1378.8627631052498,649.3413886486413,66242.71703133426,0.5134666182481844,-48.65333817518156,FALSE,FALSE,670.8627631052498,0,6625.698739851877,55.1368217149427,-6570.561918136934
Salmonellosis,2021,6,covid_acute,558,852.1532848297446,492.1737693983787,2642.5874978306647,0.6548117691190796,-34.51882308809204,FALSE,FALSE,294.1532848297446,0,6919.8520246816215,55.1368217149427,-6864.715202966679
Salmonellosis,2021,7,covid_acute,577,836.6756645300836,486.6806861868235,2513.6581532746136,0.6896340176501612,-31.036598234983888,FALSE,FALSE,259.6756645300836,0,7179.527689211705,55.1368217149427,-7124.390867496762
Salmonellosis,2021,8,covid_acute,394,961.553923053815,528.2639050255882,3868.9884906911566,0.4097534111749957,-59.02465888250043,TRUE,FALSE,567.553923053815,0,7747.08161226552,55.1368217149427,-7691.944790550577
Salmonellosis,2021,9,covid_acute,477,810.3924479512857,475.6859308552272,2341.8352050416947,0.5886037082476284,-41.139629175237154,FALSE,FALSE,333.3924479512857,0,8080.474060216806,55.1368217149427,-8025.337238501863
Salmonellosis,2021,10,covid_acute,844,1076.1623286217336,562.0873990086492,6230.695791605037,0.7842683000072401,-21.573169999275983,FALSE,FALSE,232.16232862173365,0,8312.636388838539,55.1368217149427,-8257.499567123596
Salmonellosis,2021,11,covid_acute,1005,1435.1649337997628,653.256212329904,NA,0.7002679457469378,-29.973205425306208,FALSE,NA,430.1649337997628,0,8742.801322638303,55.1368217149427,-8687.66450092336
Salmonellosis,2021,12,covid_acute,1038,1202.2790426816764,596.1996083321247,12668.774872463291,0.8633603041809221,-13.663969581907786,FALSE,FALSE,164.2790426816764,0,8907.080365319978,55.1368217149427,-8851.943543605035
Salmonellosis,2022,1,transition,924,1874.6922391203043,738.5548409327967,NA,0.4928809010451684,-50.71190989548317,FALSE,NA,950.6922391203043,0,9857.772604440283,55.1368217149427,-9802.63578272534
Salmonellosis,2022,2,transition,1110,2220.104535745189,791.7216505529716,NA,0.4999764570218416,-50.00235429781584,FALSE,NA,1110.104535745189,0,10967.877140185472,55.1368217149427,-10912.740318470529
Salmonellosis,2022,3,transition,1175,1742.2990665261211,647.2564720974201,NA,0.6743962747697334,-32.56037252302666,FALSE,NA,567.2990665261211,0,11535.176206711592,55.1368217149427,-11480.03938499665
Salmonellosis,2022,4,transition,1187,1483.650669058081,604.2041524148015,NA,0.8000535602855797,-19.994643971442027,FALSE,NA,296.6506690580809,0,11831.826875769673,55.1368217149427,-11776.69005405473
Salmonellosis,2022,5,transition,767,1380.8985334562406,583.2239997525661,NA,0.5554354512060212,-44.456454879397874,FALSE,NA,613.8985334562406,0,12445.725409225914,55.1368217149427,-12390.58858751097
Salmonellosis,2022,6,transition,630,923.2591293158208,466.96008637551745,7423.991408286087,0.6823653078490112,-31.763469215098883,FALSE,FALSE,293.2591293158208,0,12738.984538541736,55.1368217149427,-12683.847716826793
Salmonellosis,2022,7,transition,623,865.4814314096919,450.68555235881433,5146.187663570932,0.7198305791324265,-28.01694208675735,FALSE,FALSE,242.48143140969194,0,12981.465969951427,55.1368217149427,-12926.329148236484
Salmonellosis,2022,8,transition,545,978.5421248240042,480.64385325859826,12112.962081367608,0.5569509847090344,-44.304901529096554,FALSE,FALSE,433.5421248240042,0,13415.00809477543,55.1368217149427,-13359.871273060488
Salmonellosis,2022,9,transition,694,778.6649091370185,421.6280141357312,3432.4247080186424,0.8912691349725118,-10.87308650274882,FALSE,FALSE,84.66490913701853,0,13499.67300391245,55.1368217149427,-13444.536182197508
Salmonellosis,2022,10,transition,690,1031.5754948994247,491.40926193473064,28206.664617578415,0.668879789614693,-33.112021038530706,FALSE,FALSE,341.5754948994247,0,13841.248498811874,55.1368217149427,-13786.111677096931
Salmonellosis,2022,11,transition,791,1397.8209110714404,567.4945128061358,NA,0.5658807889729539,-43.4119211027046,FALSE,NA,606.8209110714404,0,14448.069409883316,55.1368217149427,-14392.932588168373
Salmonellosis,2022,12,transition,989,1180.0212623457994,523.841085509279,NA,0.8381204911799109,-16.187950882008902,FALSE,NA,191.0212623457994,0,14639.090672229115,55.1368217149427,-14583.953850514172
Salmonellosis,2023,1,post_covid,1154,1737.4078359883804,620.6615000215719,NA,0.6642078941375961,-33.57921058624039,FALSE,NA,583.4078359883804,0,15222.498508217495,55.1368217149427,-15167.361686502552
Salmonellosis,2023,2,post_covid,1165,1998.3888225140915,654.0871727180504,NA,0.5829696337744529,-41.70303662255472,FALSE,NA,833.3888225140915,0,16055.887330731586,55.1368217149427,-16000.750509016643
Salmonellosis,2023,3,post_covid,1343,1761.6497941992095,600.2183834824796,NA,0.7623535644951984,-23.76464355048016,FALSE,NA,418.6497941992095,0,16474.537124930797,55.1368217149427,-16419.400303215854
Salmonellosis,2023,4,post_covid,925,1414.2544098360363,549.357091761421,NA,0.6540548811915964,-34.594511880840365,FALSE,NA,489.2544098360363,0,16963.79153476683,55.1368217149427,-16908.65471305189
Salmonellosis,2023,5,post_covid,797,1380.396447093434,542.699491314746,NA,0.5773703646355836,-42.26296353644165,FALSE,NA,583.3964470934341,0,17547.187981860265,55.1368217149427,-17492.05116014532
Salmonellosis,2023,6,post_covid,804,876.6286079508477,432.55275153890847,10016.655421662888,0.9171500823813864,-8.284991761861367,FALSE,FALSE,72.62860795084771,0,17619.816589811115,55.1368217149427,-17564.67976809617
Salmonellosis,2023,7,post_covid,730,846.9856062347767,424.6879437217332,7603.446539699374,0.861880053954129,-13.8119946045871,FALSE,FALSE,116.9856062347767,0,17736.80219604589,55.1368217149427,-17681.665374330947
Salmonellosis,2023,8,post_covid,649,967.8240089474305,454.77162760741663,54085.106713782036,0.6705764622494005,-32.94235377505995,FALSE,FALSE,318.82400894743046,0,18055.62620499332,55.1368217149427,-18000.48938327838
Salmonellosis,2023,9,post_covid,858,798.9613628942984,410.10105638687185,5452.803546492341,1.0738942329974877,7.389423299748767,FALSE,FALSE,0,59.03863710570158,18055.62620499332,114.17545882064428,-17941.450746172675
Salmonellosis,2023,10,post_covid,814,1060.0690278748673,474.66096954536016,NA,0.7678745238240148,-23.21254761759852,FALSE,NA,246.0690278748673,0,18301.695232868187,114.17545882064428,-18187.51977404754
Salmonellosis,2023,11,post_covid,843,1421.986873434039,541.6805096920368,NA,0.5928324766910051,-40.71675233089949,FALSE,NA,578.9868734340389,0,18880.68210630223,114.17545882064428,-18766.506647481583
Salmonellosis,2023,12,post_covid,1116,1194.4787653917158,501.4273551473862,NA,0.9342987354270968,-6.570126457290312,FALSE,NA,78.4787653917158,0,18959.160871693945,114.17545882064428,-18844.9854128733
Salmonellosis,2024,1,post_covid,1162,1823.816598934953,596.7772633551966,NA,0.6371254657286092,-36.28745342713908,FALSE,NA,661.8165989349529,0,19620.977470628895,114.17545882064428,-19506.80201180825
Salmonellosis,2024,2,post_covid,1325,2136.3245386452586,630.4262954472651,NA,0.6202241167160132,-37.977588328398674,FALSE,NA,811.3245386452586,0,20432.302009274154,114.17545882064428,-20318.126550453508
Salmonellosis,2024,3,post_covid,1638,1749.4711051865245,557.3201268466968,NA,0.9362829686891916,-6.371703131080834,FALSE,NA,111.47110518652448,0,20543.77311446068,114.17545882064428,-20429.597655640035
Salmonellosis,2024,4,post_covid,1115,1458.3312245849029,520.4098368089404,NA,0.76457253414249,-23.542746585750994,FALSE,NA,343.3312245849029,0,20887.10433904558,114.17545882064428,-20772.928880224936
Salmonellosis,2024,5,post_covid,1106,1380.8661891246402,508.2076209126157,NA,0.8009465426198293,-19.90534573801706,FALSE,NA,274.8661891246402,0,21161.970528170223,114.17545882064428,-21047.795069349577
Salmonellosis,2024,6,post_covid,757,906.1403620763696,415.28385850323355,NA,0.8354114127146673,-16.45885872853326,FALSE,NA,149.14036207636957,0,21311.110890246593,114.17545882064428,-21196.935431425947
Salmonellosis,2024,7,post_covid,697,858.8349137367645,404.2630488805474,42500.523180943215,0.8115645845921357,-18.84354154078643,FALSE,FALSE,161.83491373676452,0,21472.945803983355,114.17545882064428,-21358.77034516271
Salmonellosis,2024,8,post_covid,761,974.739435359441,429.7088503329431,NA,0.7807214650337572,-21.927853496624287,FALSE,NA,213.73943535944102,0,21686.685239342798,114.17545882064428,-21572.509780522152
Salmonellosis,2024,9,post_covid,679,785.8244147452284,384.50708252264826,10457.602119848225,0.864060707785642,-13.593929221435792,FALSE,FALSE,106.82441474522841,0,21793.509654088026,114.17545882064428,-21679.33419526738
Salmonellosis,2024,10,post_covid,784,1041.6183466548273,441.926752377672,NA,0.7526749144903482,-24.73250855096518,FALSE,NA,257.6183466548273,0,22051.128000742854,114.17545882064428,-21936.952541922208
Salmonellosis,2024,11,post_covid,1077,1406.420677316757,502.19938065197266,NA,0.7657737242990177,-23.422627570098236,FALSE,NA,329.42067731675706,0,22380.54867805961,114.17545882064428,-22266.373219238965
Salmonellosis,2024,12,post_covid,940,1185.182913180042,467.36724670473063,NA,0.7931265204269814,-20.687347957301856,FALSE,NA,245.18291318004208,0,22625.73159123965,114.17545882064428,-22511.556132419006
Salmonellosis,2025,1,post_covid,74,1767.4155775380318,546.0958377218375,NA,0.04186904367057818,-95.81309563294218,TRUE,NA,1693.4155775380318,0,24319.147168777683,114.17545882064428,-24204.971709957037
Salmonellosis,2025,2,post_covid,0,2045.7209579489845,573.0233041659656,NA,0,-100,TRUE,NA,2045.7209579489845,0,26364.86812672667,114.17545882064428,-26250.692667906023
Salmonellosis,2025,3,post_covid,0,1757.3373822016415,526.6864446131797,NA,0,-100,TRUE,NA,1757.3373822016415,0,28122.20550892831,114.17545882064428,-28008.030050107664
Salmonellosis,2025,4,post_covid,0,1429.7254289767775,489.0509977132268,NA,0,-100,TRUE,NA,1429.7254289767775,0,29551.930937905086,114.17545882064428,-29437.75547908444
Salmonellosis,2025,5,post_covid,0,1380.589602817403,481.8309787289658,NA,0,-100,TRUE,NA,1380.589602817403,0,30932.52054072249,114.17545882064428,-30818.345081901844
Salmonellosis,2025,6,post_covid,0,886.9604361308382,394.40332227565824,NA,0,-100,TRUE,NA,886.9604361308382,0,31819.480976853327,114.17545882064428,-31705.30551803268
Salmonellosis,2025,7,post_covid,0,851.1870291231986,386.5766201557163,NA,0,-100,TRUE,NA,851.1870291231986,0,32670.668005976528,114.17545882064428,-32556.49254715588
Salmonellosis,2025,8,post_covid,0,970.2902367445364,411.0550292261877,NA,0,-100,TRUE,NA,970.2902367445364,0,33640.95824272106,114.17545882064428,-33526.78278390042
Salmonellosis,2025,9,post_covid,0,794.2292890704371,372.3622926522627,53129.236426242154,0,-100,TRUE,FALSE,794.2292890704371,0,34435.187531791504,114.17545882064428,-34321.01207297086
Salmonellosis,2025,10,post_covid,0,1053.4193182306008,425.7041630242721,NA,0,-100,TRUE,NA,1053.4193182306008,0,35488.6068500221,114.17545882064428,-35374.431391201455
Salmonellosis,2025,11,post_covid,0,1416.404045632762,480.31880850637816,NA,0,-100,TRUE,NA,1416.404045632762,0,36905.010895654865,114.17545882064428,-36790.83543683422
Salmonellosis,2025,12,post_covid,0,1191.1514973930614,448.158759531064,NA,0,-100,TRUE,NA,1191.1514973930614,0,38096.162393047925,114.17545882064428,-37981.98693422728
