disease,year,period,rate_per_100k,count,transmission_mode,border_sensitive,vaccine_preventable,count_tier,baseline_mean_rate,oe_ratio,pct_change,year_trajectory,was_suppressed,nadir_oe,nadir_year,recovery_from_nadir
Pertussis,2020,covid_acute,13,3458,respiratory,FALSE,TRUE,high,65,0.2,-80,sustained_suppression,TRUE,0.03076923076923077,2021,17.460317460317462
Pneumococcal disease (invasive),2025,post_covid,10,2641,respiratory,FALSE,TRUE,high,7.4,1.351351351351351,35.13513513513512,overshoot,TRUE,0.5405405405405405,2020,100
Pneumococcal disease (invasive),2024,post_covid,9,2375,respiratory,FALSE,TRUE,high,7.4,1.2162162162162162,21.621621621621617,overshoot,TRUE,0.5405405405405405,2020,100
Pneumococcal disease (invasive),2023,post_covid,9,2269,respiratory,FALSE,TRUE,high,7.4,1.2162162162162162,21.621621621621617,overshoot,TRUE,0.5405405405405405,2020,100
Pneumococcal disease (invasive),2022,transition,7,1859,respiratory,FALSE,TRUE,high,7.4,0.945945945945946,-5.40540540540541,returned,TRUE,0.5405405405405405,2020,88.23529411764709
Pneumococcal disease (invasive),2021,covid_acute,5,1332,respiratory,FALSE,TRUE,high,7.4,0.6756756756756757,-32.432432432432435,partial_recovery,TRUE,0.5405405405405405,2020,29.41176470588236
Pneumococcal disease (invasive),2020,covid_acute,4,1099,respiratory,FALSE,TRUE,high,7.4,0.5405405405405405,-45.94594594594595,partial_recovery,TRUE,0.5405405405405405,2020,0
Q fever,2025,post_covid,3,912,zoonotic,FALSE,FALSE,high,2.2,1.3636363636363635,36.36363636363635,overshoot,FALSE,0.9090909090909092,2021,NA
Q fever,2024,post_covid,3,881,zoonotic,FALSE,FALSE,high,2.2,1.3636363636363635,36.36363636363635,overshoot,FALSE,0.9090909090909092,2021,NA
Q fever,2023,post_covid,2,559,zoonotic,FALSE,FALSE,high,2.2,0.9090909090909092,-9.0909090909091,returned,FALSE,0.9090909090909092,2021,NA
Q fever,2022,transition,2,480,zoonotic,FALSE,FALSE,high,2.2,0.9090909090909092,-9.0909090909091,returned,FALSE,0.9090909090909092,2021,NA
Q fever,2021,covid_acute,2,547,zoonotic,FALSE,FALSE,high,2.2,0.9090909090909092,-9.0909090909091,returned,FALSE,0.9090909090909092,2021,NA
Q fever,2020,covid_acute,2,455,zoonotic,FALSE,FALSE,high,2.2,0.9090909090909092,-9.0909090909091,returned,FALSE,0.9090909090909092,2021,NA
Ross River virus infection,2025,post_covid,7,1955,vector_borne,FALSE,FALSE,high,21.4,0.3271028037383178,-67.28971962616822,sustained_suppression,TRUE,0.5607476635514019,2021,-53.19148936170214
Ross River virus infection,2024,post_covid,13,3373,vector_borne,FALSE,FALSE,high,21.4,0.6074766355140188,-39.25233644859812,partial_recovery,TRUE,0.5607476635514019,2021,10.638297872340429
Ross River virus infection,2023,post_covid,6,1711,vector_borne,FALSE,FALSE,high,21.4,0.28037383177570097,-71.96261682242991,sustained_suppression,TRUE,0.5607476635514019,2021,-63.82978723404257
Ross River virus infection,2022,transition,11,2906,vector_borne,FALSE,FALSE,high,21.4,0.5140186915887851,-48.59813084112149,partial_recovery,TRUE,0.5607476635514019,2021,-10.638297872340429
Ross River virus infection,2021,covid_acute,12,3096,vector_borne,FALSE,FALSE,high,21.4,0.5607476635514019,-43.92523364485981,partial_recovery,TRUE,0.5607476635514019,2021,0
Ross River virus infection,2020,covid_acute,25,6369,vector_borne,FALSE,FALSE,high,21.4,1.1682242990654206,16.822429906542062,returned,TRUE,0.5607476635514019,2021,100
Rotavirus,2025,post_covid,36,9525,enteric,FALSE,TRUE,high,19,1.894736842105263,89.47368421052632,overshoot,TRUE,0.3684210526315789,2020,100
Rotavirus,2024,post_covid,38,10090,enteric,FALSE,TRUE,high,19,2,100,overshoot,TRUE,0.3684210526315789,2020,100
Rotavirus,2023,post_covid,32,8445,enteric,FALSE,TRUE,high,19,1.6842105263157894,68.42105263157895,overshoot,TRUE,0.3684210526315789,2020,100
Rotavirus,2022,transition,25,6466,enteric,FALSE,TRUE,high,19,1.3157894736842106,31.57894736842105,overshoot,TRUE,0.3684210526315789,2020,100
Rotavirus,2021,covid_acute,10,2579,enteric,FALSE,TRUE,high,19,0.5263157894736842,-47.368421052631575,partial_recovery,TRUE,0.3684210526315789,2020,25
Rotavirus,2020,covid_acute,7,1673,enteric,FALSE,TRUE,high,19,0.3684210526315789,-63.1578947368421,sustained_suppression,TRUE,0.3684210526315789,2020,0
Rubella,2025,post_covid,0.01,3,respiratory,FALSE,TRUE,low,0.06,0.16666666666666666,-83.33333333333333,sustained_suppression,TRUE,0.16666666666666666,2020,0
Rubella,2024,post_covid,0.01,2,respiratory,FALSE,TRUE,low,0.06,0.16666666666666666,-83.33333333333333,sustained_suppression,TRUE,0.16666666666666666,2020,0
Rubella,2023,post_covid,0.02,4,respiratory,FALSE,TRUE,low,0.06,0.3333333333333333,-66.66666666666667,sustained_suppression,TRUE,0.16666666666666666,2020,20
Rubella,2022,transition,0.01,3,respiratory,FALSE,TRUE,low,0.06,0.16666666666666666,-83.33333333333333,sustained_suppression,TRUE,0.16666666666666666,2020,0
Rubella,2021,covid_acute,0.02,4,respiratory,FALSE,TRUE,low,0.06,0.3333333333333333,-66.66666666666667,sustained_suppression,TRUE,0.16666666666666666,2020,20
Rubella,2020,covid_acute,0.01,3,respiratory,FALSE,TRUE,low,0.06,0.16666666666666666,-83.33333333333333,sustained_suppression,TRUE,0.16666666666666666,2020,0
Salmonellosis,2025,post_covid,44,11818,enteric,FALSE,FALSE,high,65.4,0.6727828746177369,-32.721712538226306,partial_recovery,TRUE,0.6422018348623852,2021,8.547008547008534
Salmonellosis,2024,post_covid,46,12219,enteric,FALSE,FALSE,high,65.4,0.70336391437308865,-29.663608562691135,partial_recovery,TRUE,0.6422018348623852,2021,17.094017094017104
Salmonellosis,2023,post_covid,43,11325,enteric,FALSE,FALSE,high,65.4,0.6574923547400611,-34.25076452599389,partial_recovery,TRUE,0.6422018348623852,2021,4.273504273504267
Salmonellosis,2022,transition,40,10301,enteric,FALSE,FALSE,high,65.4,0.6116207951070336,-38.83792048929664,partial_recovery,TRUE,0.6422018348623852,2021,-8.547008547008534
Salmonellosis,2021,covid_acute,42,10665,enteric,FALSE,FALSE,high,65.4,0.6422018348623852,-35.779816513761475,partial_recovery,TRUE,0.6422018348623852,2021,0
Salmonellosis,2020,covid_acute,47,12011,enteric,FALSE,FALSE,high,65.4,0.7186544342507645,-28.13455657492355,partial_recovery,TRUE,0.6422018348623852,2021,21.36752136752137
Shigellosis,2025,post_covid,11,2876,enteric,TRUE,FALSE,high,7.8,1.4102564102564104,41.02564102564103,overshoot,TRUE,0.25641025641025644,2021,100
Shigellosis,2024,post_covid,11,2967,enteric,TRUE,FALSE,high,7.8,1.4102564102564104,41.02564102564103,overshoot,TRUE,0.25641025641025644,2021,100
Shigellosis,2023,post_covid,11,2915,enteric,TRUE,FALSE,high,7.8,1.4102564102564104,41.02564102564103,overshoot,TRUE,0.25641025641025644,2021,100
Shigellosis,2022,transition,5,1406,enteric,TRUE,FALSE,high,7.8,0.6410256410256411,-35.8974358974359,partial_recovery,TRUE,0.25641025641025644,2021,51.724137931034484
Shigellosis,2021,covid_acute,2,468,enteric,TRUE,FALSE,high,7.8,0.25641025641025644,-74.35897435897436,sustained_suppression,TRUE,0.25641025641025644,2021,0
Shigellosis,2020,covid_acute,6,1598,enteric,TRUE,FALSE,high,7.8,0.7692307692307693,-23.076923076923077,partial_recovery,TRUE,0.25641025641025644,2021,68.9655172413793
STEC,2025,post_covid,4,971,enteric,FALSE,FALSE,high,1.716,2.331002331002331,133.10023310023308,overshoot,FALSE,1.1655011655011656,2021,NA
STEC,2024,post_covid,4,1015,enteric,FALSE,FALSE,high,1.716,2.331002331002331,133.10023310023308,overshoot,FALSE,1.1655011655011656,2021,NA
STEC,2023,post_covid,3,926,enteric,FALSE,FALSE,high,1.716,1.7482517482517483,74.82517482517483,overshoot,FALSE,1.1655011655011656,2021,NA
STEC,2022,transition,3,844,enteric,FALSE,FALSE,high,1.716,1.7482517482517483,74.82517482517483,overshoot,FALSE,1.1655011655011656,2021,NA
STEC,2021,covid_acute,2,624,enteric,FALSE,FALSE,high,1.716,1.1655011655011656,16.550116550116552,returned,FALSE,1.1655011655011656,2021,NA
STEC,2020,covid_acute,2,575,enteric,FALSE,FALSE,high,1.716,1.1655011655011656,16.550116550116552,returned,FALSE,1.1655011655011656,2021,NA
Syphilis < 2 years,2025,post_covid,23,6023,STI,FALSE,FALSE,high,17.4,1.3218390804597702,32.18390804597702,overshoot,FALSE,1.206896551724138,2020,NA
Syphilis < 2 years,2024,post_covid,22,5976,STI,FALSE,FALSE,high,17.4,1.264367816091954,26.436781609195418,overshoot,FALSE,1.206896551724138,2020,NA
Syphilis < 2 years,2023,post_covid,25,6567,STI,FALSE,FALSE,high,17.4,1.4367816091954024,43.67816091954025,overshoot,FALSE,1.206896551724138,2020,NA
Syphilis < 2 years,2022,transition,24,6184,STI,FALSE,FALSE,high,17.4,1.3793103448275863,37.93103448275863,overshoot,FALSE,1.206896551724138,2020,NA
Syphilis < 2 years,2021,covid_acute,22,5765,STI,FALSE,FALSE,high,17.4,1.264367816091954,26.436781609195418,overshoot,FALSE,1.206896551724138,2020,NA
Syphilis < 2 years,2020,covid_acute,21,5362,STI,FALSE,FALSE,high,17.4,1.206896551724138,20.689655172413804,overshoot,FALSE,1.206896551724138,2020,NA
Syphilis > 2 years or unspecified duration,2025,post_covid,11,2922,STI,FALSE,FALSE,high,8.6,1.2790697674418603,27.906976744186053,overshoot,FALSE,1.0465116279069768,2021,NA
Syphilis > 2 years or unspecified duration,2024,post_covid,11,2939,STI,FALSE,FALSE,high,8.6,1.2790697674418603,27.906976744186053,overshoot,FALSE,1.0465116279069768,2021,NA
Syphilis > 2 years or unspecified duration,2023,post_covid,10,2784,STI,FALSE,FALSE,high,8.6,1.162790697674419,16.279069767441865,returned,FALSE,1.0465116279069768,2021,NA
Syphilis > 2 years or unspecified duration,2022,transition,10,2614,STI,FALSE,FALSE,high,8.6,1.162790697674419,16.279069767441865,returned,FALSE,1.0465116279069768,2021,NA
Syphilis > 2 years or unspecified duration,2021,covid_acute,9,2219,STI,FALSE,FALSE,high,8.6,1.0465116279069768,4.651162790697678,returned,FALSE,1.0465116279069768,2021,NA
Syphilis > 2 years or unspecified duration,2020,covid_acute,9,2210,STI,FALSE,FALSE,high,8.6,1.0465116279069768,4.651162790697678,returned,FALSE,1.0465116279069768,2021,NA
Syphilis congenital,2025,post_covid,0.05,14,STI,FALSE,FALSE,ultra_low,0.022,2.272727272727273,127.2727272727273,insufficient_data,FALSE,2.7272727272727275,2021,NA
Syphilis congenital,2024,post_covid,0.04,10,STI,FALSE,FALSE,ultra_low,0.022,1.8181818181818183,81.81818181818184,insufficient_data,FALSE,2.7272727272727275,2021,NA
Syphilis congenital,2023,post_covid,0.08,20,STI,FALSE,FALSE,ultra_low,0.022,3.6363636363636367,263.6363636363637,insufficient_data,FALSE,2.7272727272727275,2021,NA
Syphilis congenital,2022,transition,0.06,15,STI,FALSE,FALSE,ultra_low,0.022,2.7272727272727275,172.72727272727272,insufficient_data,FALSE,2.7272727272727275,2021,NA
Syphilis congenital,2021,covid_acute,0.06,15,STI,FALSE,FALSE,ultra_low,0.022,2.7272727272727275,172.72727272727272,insufficient_data,FALSE,2.7272727272727275,2021,NA
Syphilis congenital,2020,covid_acute,0.07,17,STI,FALSE,FALSE,ultra_low,0.022,3.181818181818182,218.18181818181824,insufficient_data,FALSE,2.7272727272727275,2021,NA
Tetanus,2025,post_covid,0,1,zoonotic,FALSE,FALSE,ultra_low,0.016,0,-100,insufficient_data,TRUE,0.625,2021,-166.66666666666669
Tetanus,2024,post_covid,0.02,5,zoonotic,FALSE,FALSE,ultra_low,0.016,1.25,25,insufficient_data,TRUE,0.625,2021,100
Tetanus,2023,post_covid,0.02,4,zoonotic,FALSE,FALSE,ultra_low,0.016,1.25,25,insufficient_data,TRUE,0.625,2021,100
Tetanus,2022,transition,0,1,zoonotic,FALSE,FALSE,ultra_low,0.016,0,-100,insufficient_data,TRUE,0.625,2021,-166.66666666666669
Tetanus,2021,covid_acute,0.01,2,zoonotic,FALSE,FALSE,ultra_low,0.016,0.625,-37.5,insufficient_data,TRUE,0.625,2021,0
Tetanus,2020,covid_acute,0.03,7,zoonotic,FALSE,FALSE,ultra_low,0.016,1.875,87.49999999999999,insufficient_data,TRUE,0.625,2021,100
Tuberculosis,2025,post_covid,6,1628,respiratory,FALSE,FALSE,high,5.8,1.0344827586206895,3.448275862068969,returned,FALSE,1.0344827586206895,2021,NA
Tuberculosis,2024,post_covid,6,1615,respiratory,FALSE,FALSE,high,5.8,1.0344827586206895,3.448275862068969,returned,FALSE,1.0344827586206895,2021,NA
Tuberculosis,2023,post_covid,5,1429,respiratory,FALSE,FALSE,high,5.8,0.8620689655172414,-13.79310344827586,partial_recovery,FALSE,1.0344827586206895,2021,NA
Tuberculosis,2022,transition,5,1314,respiratory,FALSE,FALSE,high,5.8,0.8620689655172414,-13.79310344827586,partial_recovery,FALSE,1.0344827586206895,2021,NA
Tuberculosis,2021,covid_acute,6,1471,respiratory,FALSE,FALSE,high,5.8,1.0344827586206895,3.448275862068969,returned,FALSE,1.0344827586206895,2021,NA
Tuberculosis,2020,covid_acute,6,1617,respiratory,FALSE,FALSE,high,5.8,1.0344827586206895,3.448275862068969,returned,FALSE,1.0344827586206895,2021,NA
Brucellosis,2025,post_covid,0.06,16,zoonotic,FALSE,FALSE,low,0.076,0.7894736842105263,-21.05263157894737,partial_recovery,TRUE,0.7894736842105263,2021,0
Brucellosis,2024,post_covid,0.09,23,zoonotic,FALSE,FALSE,low,0.076,1.1842105263157894,18.421052631578945,returned,TRUE,0.7894736842105263,2021,100
Brucellosis,2023,post_covid,0.12,33,zoonotic,FALSE,FALSE,low,0.076,1.5789473684210529,57.89473684210527,overshoot,TRUE,0.7894736842105263,2021,100
Brucellosis,2022,transition,0.06,16,zoonotic,FALSE,FALSE,low,0.076,0.7894736842105263,-21.05263157894737,partial_recovery,TRUE,0.7894736842105263,2021,0
Brucellosis,2021,covid_acute,0.06,16,zoonotic,FALSE,FALSE,low,0.076,0.7894736842105263,-21.05263157894737,partial_recovery,TRUE,0.7894736842105263,2021,0
Brucellosis,2020,covid_acute,0.07,19,zoonotic,FALSE,FALSE,low,0.076,0.9210526315789476,-7.894736842105251,returned,TRUE,0.7894736842105263,2021,62.500000000000085
Typhoid Fever,2025,post_covid,0.86,229,enteric,TRUE,FALSE,moderate,0.602,1.4285714285714286,42.85714285714286,overshoot,TRUE,0.09966777408637874,2021,100
Typhoid Fever,2024,post_covid,0.9,241,enteric,TRUE,FALSE,moderate,0.602,1.495016611295681,49.50166112956811,overshoot,TRUE,0.09966777408637874,2021,100
Typhoid Fever,2023,post_covid,1,289,enteric,TRUE,FALSE,moderate,0.602,1.6611295681063123,66.11295681063125,overshoot,TRUE,0.09966777408637874,2021,100
Typhoid Fever,2022,transition,0.69,179,enteric,TRUE,FALSE,moderate,0.602,1.146179401993355,14.617940199335544,returned,TRUE,0.09966777408637874,2021,100
Typhoid Fever,2021,covid_acute,0.06,15,enteric,TRUE,FALSE,moderate,0.602,0.09966777408637874,-90.03322259136213,sustained_suppression,TRUE,0.09966777408637874,2021,0
Typhoid Fever,2020,covid_acute,0.34,87,enteric,TRUE,FALSE,moderate,0.602,0.5647840531561462,-43.52159468438538,partial_recovery,TRUE,0.09966777408637874,2021,51.66051660516605
Varicella zoster (chickenpox),2025,post_covid,14,2485,respiratory,FALSE,TRUE,high,21.6,0.6481481481481481,-35.18518518518519,partial_recovery,TRUE,0.6018518518518519,2021,11.627906976744182
Varicella zoster (chickenpox),2024,post_covid,13,2439,respiratory,FALSE,TRUE,high,21.6,0.6018518518518519,-39.81481481481482,partial_recovery,TRUE,0.6018518518518519,2021,0
Varicella zoster (chickenpox),2023,post_covid,14,2641,respiratory,FALSE,TRUE,high,21.6,0.6481481481481481,-35.18518518518519,partial_recovery,TRUE,0.6018518518518519,2021,11.627906976744182
Varicella zoster (chickenpox),2022,transition,10,1840,respiratory,FALSE,TRUE,high,21.6,0.4629629629629629,-53.70370370370371,sustained_suppression,TRUE,0.6018518518518519,2021,-34.88372093023258
Varicella zoster (chickenpox),2021,covid_acute,13,2289,respiratory,FALSE,TRUE,high,21.6,0.6018518518518519,-39.81481481481482,partial_recovery,TRUE,0.6018518518518519,2021,0
Varicella zoster (chickenpox),2020,covid_acute,17,2948,respiratory,FALSE,TRUE,high,21.6,0.787037037037037,-21.2962962962963,partial_recovery,TRUE,0.6018518518518519,2021,46.51162790697673
Varicella zoster (shingles),2025,post_covid,54,9948,respiratory,FALSE,FALSE,high,63.4,0.8517350157728707,-14.826498422712934,partial_recovery,FALSE,1.135646687697161,2021,NA
Varicella zoster (shingles),2024,post_covid,56,10260,respiratory,FALSE,FALSE,high,63.4,0.8832807570977919,-11.67192429022082,partial_recovery,FALSE,1.135646687697161,2021,NA
Varicella zoster (shingles),2023,post_covid,74,13452,respiratory,FALSE,FALSE,high,63.4,1.167192429022082,16.719242902208205,returned,FALSE,1.135646687697161,2021,NA
Varicella zoster (shingles),2022,transition,59,10594,respiratory,FALSE,FALSE,high,63.4,0.9305993690851736,-6.940063091482648,returned,FALSE,1.135646687697161,2021,NA
Varicella zoster (shingles),2021,covid_acute,72,12733,respiratory,FALSE,FALSE,high,63.4,1.135646687697161,13.56466876971609,returned,FALSE,1.135646687697161,2021,NA
Varicella zoster (shingles),2020,covid_acute,93,16342,respiratory,FALSE,FALSE,high,63.4,1.4668769716088328,46.68769716088328,overshoot,FALSE,1.135646687697161,2021,NA
Varicella zoster (unspecified),2025,post_covid,127,23223,respiratory,FALSE,FALSE,high,83.2,1.5264423076923077,52.64423076923076,overshoot,TRUE,0.8413461538461539,2020,100
Varicella zoster (unspecified),2024,post_covid,122,22379,respiratory,FALSE,FALSE,high,83.2,1.4663461538461535,46.63461538461538,overshoot,TRUE,0.8413461538461539,2020,100
Varicella zoster (unspecified),2023,post_covid,101,18462,respiratory,FALSE,FALSE,high,83.2,1.2139423076923077,21.394230769230766,overshoot,TRUE,0.8413461538461539,2020,100
Varicella zoster (unspecified),2022,transition,102,18139,respiratory,FALSE,FALSE,high,83.2,1.2259615384615383,22.59615384615384,overshoot,TRUE,0.8413461538461539,2020,100
Varicella zoster (unspecified),2021,covid_acute,104,18217,respiratory,FALSE,FALSE,high,83.2,1.25,24.999999999999993,overshoot,TRUE,0.8413461538461539,2020,100
Varicella zoster (unspecified),2020,covid_acute,70,12332,respiratory,FALSE,FALSE,high,83.2,0.8413461538461539,-15.865384615384617,partial_recovery,TRUE,0.8413461538461539,2020,0
Campylobacteriosis,2025,post_covid,151,40222,enteric,FALSE,FALSE,high,136.4,1.107038123167155,10.703812316715538,returned,FALSE,0.9604105571847508,2020,NA
Campylobacteriosis,2024,post_covid,147,39226,enteric,FALSE,FALSE,high,136.4,1.0777126099706744,7.7712609970674444,returned,FALSE,0.9604105571847508,2020,NA
Campylobacteriosis,2023,post_covid,156,41637,enteric,FALSE,FALSE,high,136.4,1.1436950146627565,14.369501466275656,returned,FALSE,0.9604105571847508,2020,NA
Campylobacteriosis,2022,transition,162,42245,enteric,FALSE,FALSE,high,136.4,1.187683284457478,18.768328445747795,returned,FALSE,0.9604105571847508,2020,NA
Campylobacteriosis,2021,covid_acute,154,39424,enteric,FALSE,FALSE,high,136.4,1.129032258064516,12.903225806451609,returned,FALSE,0.9604105571847508,2020,NA
Campylobacteriosis,2020,covid_acute,131,33542,enteric,FALSE,FALSE,high,136.4,0.9604105571847508,-3.9589442815249303,returned,FALSE,0.9604105571847508,2020,NA
Chikungunya virus infection,2025,post_covid,0.62,165,vector_borne,TRUE,FALSE,moderate,0.368,1.684782608695652,68.47826086956522,overshoot,TRUE,0.02717391304347826,2021,100
Chikungunya virus infection,2024,post_covid,0.26,69,vector_borne,TRUE,FALSE,moderate,0.368,0.7065217391304348,-29.34782608695652,partial_recovery,TRUE,0.02717391304347826,2021,69.83240223463687
Chikungunya virus infection,2023,post_covid,0.16,42,vector_borne,TRUE,FALSE,moderate,0.368,0.4347826086956522,-56.52173913043478,sustained_suppression,TRUE,0.02717391304347826,2021,41.899441340782126
Chikungunya virus infection,2022,transition,0.16,41,vector_borne,TRUE,FALSE,moderate,0.368,0.4347826086956522,-56.52173913043478,sustained_suppression,TRUE,0.02717391304347826,2021,41.899441340782126
Chikungunya virus infection,2021,covid_acute,0.01,2,vector_borne,TRUE,FALSE,moderate,0.368,0.02717391304347826,-97.28260869565216,sustained_suppression,TRUE,0.02717391304347826,2021,0
Chikungunya virus infection,2020,covid_acute,0.13,33,vector_borne,TRUE,FALSE,moderate,0.368,0.3532608695652174,-64.67391304347827,sustained_suppression,TRUE,0.02717391304347826,2021,33.519553072625705
Chlamydial infection,2025,post_covid,355,94434,STI,FALSE,FALSE,high,402.2,0.8826454500248633,-11.735454997513672,partial_recovery,TRUE,0.8453505718547987,2021,24.11575562700963
Chlamydial infection,2024,post_covid,384,102225,STI,FALSE,FALSE,high,402.2,0.954748881153655,-4.525111884634508,returned,TRUE,0.8453505718547987,2021,70.73954983922833
Chlamydial infection,2023,post_covid,413,110024,STI,FALSE,FALSE,high,402.2,1.0268523122824469,2.6852312282446573,returned,TRUE,0.8453505718547987,2021,100
Chlamydial infection,2022,transition,363,94377,STI,FALSE,FALSE,high,402.2,0.9025360517155644,-9.746394828443558,returned,TRUE,0.8453505718547987,2021,36.97749196141476
Chlamydial infection,2021,covid_acute,340,87389,STI,FALSE,FALSE,high,402.2,0.8453505718547987,-15.464942814520136,partial_recovery,TRUE,0.8453505718547987,2021,0
Chlamydial infection,2020,covid_acute,357,91486,STI,FALSE,FALSE,high,402.2,0.8876181004475385,-11.238189955246144,partial_recovery,TRUE,0.8453505718547987,2021,27.331189710610897
